id,community_profile,name,angellist_url,logo_url,thumb_url,quality,product_desc,high_concept,follower_count,company_url,created_at,updated_at,crunchbase_url,twitter_url,blog_url,facebook_url,linkedin_url,video_url,markets,locations,company_size,company_type,status,screenshots
2667715,0,"bestic diamonds",https://angel.co/bestic-diamonds,https://d1qb2nb5cznatu.cloudfront.net/startups/i/2667715-862bfc8efe9eb7b10f70e461c9e6242c-medium_jpg.jpg?buster=1476175840,https://d1qb2nb5cznatu.cloudfront.net/startups/i/2667715-862bfc8efe9eb7b10f70e461c9e6242c-thumb_jpg.jpg?buster=1476175840,4,"diamond mining","offshore mining",1,http://bestvicdiamonds.dataforcetrading.com,2016-10-10T23:48:31.000Z,2016-10-11T08:50:41.000Z,,,,,,,"Mining Technologies",Namibia,11-50,"Private Company",,"https://d2gn4xht817m0g.cloudfront.net/p/product_screenshots/images/original/000/753/170/753170-fa417b0bf6b1d8dc09d3b8f3b87bd14b88221a6c.png?1476173507, https://d2gn4xht817m0g.cloudfront.net/p/product_screenshots/images/original/000/753/178/753178-3716805b1075cff6457cb801e9780fe2770223c6.png?1476175464, https://d2gn4xht817m0g.cloudfront.net/p/product_screenshots/images/original/000/753/179/753179-bc77558b0e839d68264d1d992f3a5ebdf02940ef.png?1476175494, https://d2gn4xht817m0g.cloudfront.net/p/product_screenshots/images/original/000/753/180/753180-799b757f97c6eab09aa761c2a5371d1bb4bd9470.jpg?1476175606"
2230234,0,"LIT- ILearn",https://angel.co/lit-ilearn,https://d1qb2nb5cznatu.cloudfront.net/startups/i/2230234-ed4e5cae2a0fa388febc138b546449b3-medium_jpg.jpg?buster=1473698612,https://d1qb2nb5cznatu.cloudfront.net/startups/i/2230234-ed4e5cae2a0fa388febc138b546449b3-thumb_jpg.jpg?buster=1473698612,2,"What is I Learn?  
I Learn will be a smart system running from a centralized server in Windhoek Namibia. It will be designed to support children in Namibia with studying and making information more readily available. I Learn will even out the Education of Namibia, that every child all over Namibia have the same level of teaching and the same opportunities going forward in life.","Mobile Computer Labs for 3rd World Country",2,http://www.lit.com.na,2016-09-12T16:43:33.000Z,2016-09-12T16:58:40.000Z,,,,,,,"Mobile, Cloud Computing, High School Students, Computers",Namibia,,,,"https://d2gn4xht817m0g.cloudfront.net/p/product_screenshots/images/original/000/743/280/743280-cf03360e8dc5aac0389618c4ba1ed74d96e868d8.jpg?1473699126, https://d2gn4xht817m0g.cloudfront.net/p/product_screenshots/images/original/000/743/281/743281-f997aad113d5d49aa9c9f279437f2dc4696fb2ef.jpg?1473699149, https://d2gn4xht817m0g.cloudfront.net/p/product_screenshots/images/original/000/743/282/743282-848df3ddbbf20eeb2a75d2a21b00d4ed8ea5bb1f.jpg?1473699160, https://d2gn4xht817m0g.cloudfront.net/p/product_screenshots/images/original/000/743/283/743283-e2257c5da905e37ad61e94f685eecb3890836c14.jpg?1473699173"
1588680,0,"PELACO INVESTMENT CC CC/2014/05591	",https://angel.co/pelaco-investment-cc-cc-2014-05591,https://d1qb2nb5cznatu.cloudfront.net/startups/i/1588680-0c2a053da2d12a469a037a427940691f-medium_jpg.jpg?buster=1469618605,https://d1qb2nb5cznatu.cloudfront.net/startups/i/1588680-0c2a053da2d12a469a037a427940691f-thumb_jpg.jpg?buster=1469618605,4,"Mobile Call and Messenger VOIP application

Introducing Talk'O

New Mobile application that allows individuals to make group calls, texts and share images and audio and video files. the app will allow group members to enjoy and conversate on one call and it wont limit the number of members to indulge on the call it can either be from 2 to less than 30.

the app can also be used for video conferencing as it will be both supported on IOS, Andriod, Symbian and Windows","Introducing Talk'O the Mobile Call and Messenger VOIP application",1,"http://No website",2016-07-27T11:23:27.000Z,2016-07-27T11:23:27.000Z,,,,,,,"Mobile, Social Media, Business Services, Sales and Marketing","Windhoek Central",,,,
1431633,0,"ZAnite - Stone Marble  & Granite ",https://angel.co/zanite-stone-marble-granite,https://d1qb2nb5cznatu.cloudfront.net/startups/i/1431633-d6dc52fad245f5db6b72c77b885dd8ff-medium_jpg.jpg?buster=1468678963,https://d1qb2nb5cznatu.cloudfront.net/startups/i/1431633-d6dc52fad245f5db6b72c77b885dd8ff-thumb_jpg.jpg?buster=1468678963,4,"To redevelop this resource and reserve

Exported either via Walvis bay of South African seaports at  West Coast ports also available in Northern Namibia are Whale Back , Acacia wood , Black and white granite , Grey and white granite ,  Damara Salmon  colours 





An excess of 5 million tons of each the resource available immediately on the concession areas for which the rights are already in place ","Blanco Madre Perla Granite and marble ",1,http://john-m-riggs.strikingly.com/,2016-07-16T14:22:43.000Z,2016-07-16T14:22:43.000Z,,,,,,,"Interior Design & Construction",Namibia,,,,
1194744,0,us-open-golf-2016-live-stream-online,https://angel.co/us-open-golf-2016-live-stream-online,https://d1qb2nb5cznatu.cloudfront.net/startups/i/1194744-8aaa87712a520b95d53eeb59c5e85082-medium_jpg.jpg?buster=1466032086,https://d1qb2nb5cznatu.cloudfront.net/startups/i/1194744-8aaa87712a520b95d53eeb59c5e85082-thumb_jpg.jpg?buster=1466032086,1,http://livestreamespn.com/us-open-golf-2016-live-stream-online/,http://livestreamespn.com/us-open-golf-2016-live-stream-online/,1,http://livestreamespn.com/us-open-golf-2016-live-stream-online/,2016-06-15T23:08:09.000Z,2016-06-15T23:08:09.000Z,,,,,,,"Social Media",Usakos,,,,
983450,0,"Game Farm Namibia",https://angel.co/farm-yambeka,https://d1qb2nb5cznatu.cloudfront.net/startups/i/983450-6c4ce4d218648d02cb2bc7a145932c18-medium_jpg.jpg?buster=1453298380,https://d1qb2nb5cznatu.cloudfront.net/startups/i/983450-6c4ce4d218648d02cb2bc7a145932c18-thumb_jpg.jpg?buster=1453298380,1,"INVESTMENT OPPORTUNITY
Seeking funds to purchase 1905 hectares of land to establish a pristine high-value Rare, Exotic and Endangered Game Breeding Project in Namibia
We are seeking a Partner/Investor that is willing to provide the initial Start-up Capital to enable the establishment of a pristine Exotic & Rare Game Farm in Namibia.
A single Investment Amount of US$ 550,000 is required; to purchase the land and wildlife. 

The dominant local large game species is kudu, oryx and Hartmann zebra. Springbuck and giraffe are found occasionally. Smaller game consists of warthog, duiker, steenbuck and klipspringer.

The most profitable venture in a small area as here would be to go into the breeding of high value game such as sable, roan or black-nosed impala.

Very lucrative is the breeding of the so-called small five including damara dik dik, steenbokkie, duiker and klipspringer All four species are present on the property.
 
LOCATION: Approximately 270km from Windhoek","Invest in 1900 hectare Game Farm in Namibia",1,http://www.souladventurersafaris.com,2016-01-20T13:54:46.000Z,2016-01-20T14:20:16.000Z,,,,https://www.facebook.com/Soul-Adventurer-Safaris-218212521692325/?fref=ts,,,"Travel & Tourism, Hunting Industry",Windhoek,,,,"https://d2gn4xht817m0g.cloudfront.net/p/product_screenshots/images/original/000/643/446/643446-f499c2111b9cab6f21c336c07ffc65bee4f5a9ff.jpg?1453298508, https://d2gn4xht817m0g.cloudfront.net/p/product_screenshots/images/original/000/643/447/643447-82babcd0fc60762a13fb2383fd8f8418c3cde000.jpg?1453298573, https://d2gn4xht817m0g.cloudfront.net/p/product_screenshots/images/original/000/643/450/643450-bd709b2a2de2719f61939fa5685ff7ee6fa9ba51.jpg?1453299226, https://d2gn4xht817m0g.cloudfront.net/p/product_screenshots/images/original/000/643/451/643451-ce80f55f50d53181f0e3580906c624a3ee5865eb.jpg?1453299273, https://d2gn4xht817m0g.cloudfront.net/p/product_screenshots/images/original/000/643/452/643452-d99520751d8648baba4e66acf4730601ed77c83d.jpg?1453299363, https://d2gn4xht817m0g.cloudfront.net/p/product_screenshots/images/original/000/643/453/643453-cff83b5a2deea96a1c3bafa6a0e09d0ad0aa6766.jpg?1453299405, https://d2gn4xht817m0g.cloudfront.net/p/product_screenshots/images/original/000/643/454/643454-1745e57c8f30e4566f6c5e9f985c0609c6af1491.jpg?1453299517, https://d2gn4xht817m0g.cloudfront.net/p/product_screenshots/images/original/000/643/455/643455-6c79cd505e86b4ff84f6190f7c0f644905d1174d.jpg?1453299585"
977667,0,"Tnamrock_Fixcash ",https://angel.co/tnamrock-fixcash,https://d1qb2nb5cznatu.cloudfront.net/startups/i/977667-a6664dcdd2a99350b5bcc0a83fc618f6-medium_jpg.jpg?buster=1455161390,https://d1qb2nb5cznatu.cloudfront.net/startups/i/977667-a6664dcdd2a99350b5bcc0a83fc618f6-thumb_jpg.jpg?buster=1455161390,4,"Tnamrock Fixcash provides simple credit solutions from $50 up to $500 requested via mobile and receive via mobile 
This will be the first and only exclusive loan system that offers emergencies capital via mobile 24/7, anytime , anywhere, everyday in Namibia

 he new and unique system will operate under the title FIXCASH, designed and properly managed to serve as a financial helper to a high number of customers, including the low income earners. The customized financial solution stand to solve unexpected monthly expenses such as Midnight personal crisis, medical bills, car repairs, funeral emergencies, mid-month needs like water and electricity bills and more. Customer will be able to request for $50 - $500 at anytime , anywhere, any day via mobile and get money send directly to his or her cellphone number within minutes. Our services will serve a broad range of customers from all sectors, as we aim at reaching government and private workers, self-employed including pensioners.","Exclusive loans via mobile ",2,http://www.tnamrockinvest.com/#!fixcash/cfvg,2016-01-15T18:56:03.000Z,2016-02-11T22:51:40.000Z,,,,http://www.facebook.com/tnamrock,,,"Financial Services, Finance, Personal Finance",Windhoek,1-10,"Consumer Financial Services",,
958361,0,"UXU Investment",https://angel.co/uxu-investment,https://d1qb2nb5cznatu.cloudfront.net/startups/i/958361-59d88ce950fd479bf2b983c4e621c0e4-medium_jpg.jpg?buster=1451467197,https://d1qb2nb5cznatu.cloudfront.net/startups/i/958361-59d88ce950fd479bf2b983c4e621c0e4-thumb_jpg.jpg?buster=1451467197,4,"Prepaid Electricity Solar Power Project
 We are in need of an investor to help our project start operating. with this project we can profit hundreds of millions of USD annually.
This is the number one opportunity to Invest your funds in a profitable project.
Please contact me for further details. This is not just an ordinary solar project but a platform for those who see business opportunities from a far distance.","Sustainable, Clean & Cheaper",2,http://www.uxuinvestment.com,2015-12-30T09:06:55.000Z,2016-01-19T12:22:52.000Z,,,,,,,"Renewable Energies",Namibia,,,,
786815,0,"Gmail Technical Support",https://angel.co/gmail-technical-support-4,https://d1qb2nb5cznatu.cloudfront.net/startups/i/786815-8e8bb075dea0867495e9d5180928b86c-medium_jpg.jpg?buster=1438859815,https://d1qb2nb5cznatu.cloudfront.net/startups/i/786815-8e8bb075dea0867495e9d5180928b86c-thumb_jpg.jpg?buster=1438859815,1,"If you have any above problem and other kind Gmail account issue, then you can easily resolve of that problem by contact Gmail for help. Then, just simply make a call on our third party technical support number to get effectual technical services regarding the Gmail technical snag.","Gmail Tech Support Number",1,http://www.email-technicalsupport.com/gmail,2015-08-06T11:17:00.000Z,2015-08-06T11:17:49.000Z,,,,,,,Email,Usakos,,,,
653465,0,"The Impala Group",https://angel.co/the-impala-group,https://d1qb2nb5cznatu.cloudfront.net/startups/i/653465-3a4840127a6cefb06d444420155ea9d9-medium_jpg.jpg?buster=1427709013,https://d1qb2nb5cznatu.cloudfront.net/startups/i/653465-3a4840127a6cefb06d444420155ea9d9-thumb_jpg.jpg?buster=1427709013,1,"Impala Import & Export Agency - Import and export services
Impala Construction - Construction and property development
African Business Solutions - Accounting & business solutions and advertising & creative development
Impala Procurement - Procurement of precious metals & minerals
Youth On A Mission - Community Development","Raising Capital for Business Expansion",1,http://www.theimpalagroup.com,2015-03-30T09:20:36.000Z,2015-03-30T09:54:22.000Z,,,,http://www.facebook.com/impalaimport,,,"Business Services, Construction, Procurement, Importer",Windhoek,1-10,,,
616939,0,"SKYTEL WIRELESS VENTURES",https://angel.co/skytel-wireless-ventures,https://d1qb2nb5cznatu.cloudfront.net/startups/i/616939-88c1c6698c618e4bcef1f841c25e589b-medium_jpg.jpg?buster=1424603735,https://d1qb2nb5cznatu.cloudfront.net/startups/i/616939-88c1c6698c618e4bcef1f841c25e589b-thumb_jpg.jpg?buster=1424603735,4,"Broadband , satellite, wireless, computers , telecoms, mobile.","investors wanted",2,http://www.skytel.8k.com,2015-02-22T11:15:40.000Z,2015-02-22T11:15:52.000Z,,,,,,,"E-Commerce, Mobile Commerce",Omaruru,,,,
611983,1,"Natrescom Import-Export",https://angel.co/natrescom-import-export,https://d1qb2nb5cznatu.cloudfront.net/startups/i/611983-587316fa3e52d9e261c6bf957f9d036b-medium_jpg.jpg?buster=1424181549,https://d1qb2nb5cznatu.cloudfront.net/startups/i/611983-587316fa3e52d9e261c6bf957f9d036b-thumb_jpg.jpg?buster=1424181549,1,"Export of small livestock from Namibia to KwaZulu-Nathal (SA). The company is positioned as a Black Empowerment Entity, where the Zulu natives want to do business with Zulu and not the white population where it comes to buying of live goats. The goat, which is a highly respected animal in the Zulu culture, is used for several functions within the community of about 12 million Zulu's who mainly live in KwaZulu-Nathal. The decision where to buy the goat is in the hands of the Sangoma's (medicine man), where we have close ties with. My background is a Dutch National with a wide African experience in several countries. My partner in business is a Native Zulu, in the direct blood line of Shaka Zulu. Business contains buying of livestock in Namibia, sell it in KwaZulu-Nathal. Highly liquid, highly profitable. Max capacity 1.600 goats on a weekly basis.","Export Livestock",0,http://www.natrescom.wix.com/natrescom,2015-02-17T13:51:37.000Z,2017-03-17T10:00:44.000Z,,,,,,,"Agriculture, Trade Capital, Livestock Options",Namibia,1-10,,,
580452,0,"CNT Investment CC",https://angel.co/cnt-investment-cc,https://d1qb2nb5cznatu.cloudfront.net/startups/i/580452-a6335b63f8da444cd37ba08d14da75d7-medium_jpg.jpg?buster=1421350457,https://d1qb2nb5cznatu.cloudfront.net/startups/i/580452-a6335b63f8da444cd37ba08d14da75d7-thumb_jpg.jpg?buster=1421350457,1,"the CNT Investment CC would like to set up the FashionTV Cafe in the capital city of Namibia , Windhoek or at the famous coastal town which is Swakopmund. Swakopmund and Windhoek are a real entertainment and fun attraction for everyone who visits Namibia. the Cities are beautiful and clean. within these two cities there are a variety of hotels such as Hilton, Protea hotel , Safari hotels, etc.. in addtion, there are various guest houses or bed and  breadfast facilities for the large number of visitors or tourist that come to Namibia every year. Furthermore,Being a FashionTV Café owner puts you as a leader of fashion, luxury, model society, VIP jet set and nightlife.
Host your own fashion events.Meet the most beautiful people.
Get Residence & Work Permit.Be a respected player in your local fashion society.The Estimated Annual Return on this investment for the Gold licence is at 2.5million annualy.  
.","setting up international FashionTV Cafe in Namibia",2,"http://under construction",2015-01-15T19:34:21.000Z,2015-01-15T22:28:51.000Z,,,,,,,"Fashion, Construction, Entertainment Industry, Food Trucks And/Or Restaurants",Windhoek,,,"Fashion TV cafe to be set  in Namibia","https://d2gn4xht817m0g.cloudfront.net/p/product_screenshots/images/original/000/458/322/458322-af2ebf86564778d7d75b79bd293c9ab9dd68e522.jpg?1421356372, https://d2gn4xht817m0g.cloudfront.net/p/product_screenshots/images/original/000/458/337/458337-bd70bc840810ac54c36e2817d68c1b507a02fceb.jpg?1421359000, https://d2gn4xht817m0g.cloudfront.net/p/product_screenshots/images/original/000/458/341/458341-b4cefb34615b2ba5accdb482f1d0ddebbb910afb.jpg?1421359116, https://d2gn4xht817m0g.cloudfront.net/p/product_screenshots/images/original/000/458/343/458343-ad78fea002f1a07208c8d5cc3df9225424879c40.jpg?1421359180, https://d2gn4xht817m0g.cloudfront.net/p/product_screenshots/images/original/000/458/345/458345-bf49eaa9eac62008e6f9e0e0db3ec01f832efed9.jpg?1421359212"
565592,0,"Africa Ambiance Consulting Services cc",https://angel.co/africa-ambiance-consulting-services-cc,https://d1qb2nb5cznatu.cloudfront.net/startups/i/565592-3575e767ceda6d3f97fafcec5b65c9b0-medium_jpg.jpg?buster=1419842801,https://d1qb2nb5cznatu.cloudfront.net/startups/i/565592-3575e767ceda6d3f97fafcec5b65c9b0-thumb_jpg.jpg?buster=1419842801,1,"African Ambiance offers group, family, and individual tours and safaris in Southern Africa. 
Affordable to all. Car Hire and self drive tours. Trailer rentals. Guided self drive tours. Camping tours. Adventure tours. Extreme adventure tours. ( skydiving, bungee jumping rock climbing etc..)    Botanical tours. Birding tours. Geographical tours. Cultural tours. Camping equipment rentals. Camera rentals while on tour.  With Southern Africa being a popular tourist attraction the possibilities is endless.","Tours and Safari in Africa",2,"http://Not yet done",2014-12-29T08:46:46.000Z,2015-01-28T05:45:52.000Z,,,,,,,"Hospitality, Tourism, Travel & Tourism, Tours & Activities",Swakopmund,1-10,,,
397060,0,"It's Going, Its Gone",https://angel.co/it-s-going-its-gone,https://d1qb2nb5cznatu.cloudfront.net/startups/i/397060-62dbdd2bf85e209afffaef3a13c5e23f-medium_jpg.jpg?buster=1399940378,https://d1qb2nb5cznatu.cloudfront.net/startups/i/397060-62dbdd2bf85e209afffaef3a13c5e23f-thumb_jpg.jpg?buster=1399940378,1,"Classified Ads website main for targetting customers in the SADC Region in Africa. It allows customers to Buy/Sell online.","Create a home  based product like Ebay/Gumtree",2,http://www.itsgone.biz,2014-05-13T00:19:45.000Z,2014-05-13T00:47:57.000Z,,,,,,,"Real Estate, E-Commerce, Merchandising , Car",Windhoek,1-10,,,https://d2gn4xht817m0g.cloudfront.net/p/product_screenshots/images/original/000/322/294/322294-76f98be51c3a57eff1d6da485c78da58963018e4.png?1399941070
369868,0,pctoolbattery.com,https://angel.co/pctoolbattery-com,https://d1qb2nb5cznatu.cloudfront.net/startups/i/369868-bd133861cf7b855784b63afe61a4625f-medium_jpg.jpg?buster=1396058850,https://d1qb2nb5cznatu.cloudfront.net/startups/i/369868-bd133861cf7b855784b63afe61a4625f-thumb_jpg.jpg?buster=1396058850,1,"Batteries on our website Undergone comprehensive quality testing,The Laptop Batteries Uses the highest quality battery cells.  ttp://www.pctoolbattery.com",180*180,1,http://www.pctoolbattery.com,2014-03-29T02:07:37.000Z,2014-03-31T14:11:39.000Z,http://www.crunchbase.com/organization/%2Forganization%2Fpctoolbattery-com,,,,,,Usability,Usakos,1-10,"Public, Non-Profit",,
